=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Continued-Time :    23/07/21-06:35:22 203
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 34624 (0x8740) Version: 1.0.0.32019
=============================================================
[23/07/21-06:35:22 187][TRC][Px8740][Tx52b0] heart_beat::post_url | leave.
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "audio/L16;rate=8000",
      "auth_id" : "227994B019900_80-30-49-EB-7B-19_2791876c_11",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"eos=3000,bos=3000,token=anhui,ability=ab_asr\"}",
      "private_key" : "02995b0f57efbcb70a0e83b1830b589a",
      "svc" : "iat",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "5577"
   }
}
[23/08/08-01:18:08 125][INF][Px4dbc][Tx3e1c] http_client_curl | resp_code is 56.
[23/08/08-01:18:08 125][PRF][Px4dbc][Tx3e1c] create post leave
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx3e1c] scylla_inst::create_inst | leave.
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx3e1c] http_client::fini | enter.
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx3e1c] http_client::fini | leave.
[23/08/08-01:18:08 125][ERR][Px4dbc][Tx3e1c] scylla_mngr::create_inst | failed: 56
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx3e1c] scylla_mngr::alloc_inst_Ex | leave.
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx3e1c] SCYMTSessionBeginEx | leave.
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx4d84] SCYMTUninitializeEx | enter.
[23/08/08-01:18:08 125][TRC][Px4dbc][Tx4d84] scylla_mngr::fini | enter.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx5310] heart_beat::post_url | enter.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx5310] heart_beat::post_url | leave.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx5310] heart_beat || thread out 
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_mngr::fini | leave.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/08/08-01:18:11 000
	PID: 19900 (0x4dbc)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/08/08-01:18:11 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 19900 (0x4dbc) Version: 1.0.0.32019
=============================================================
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_mngr::init_Ex | enter.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] scylla_mngr::init_Ex | param is .
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_mngr::init_Ex | leave.
[23/08/08-01:18:11 000][CRT][Px4dbc][Tx4d84] SCYMTInitializeEx | auth_scylla_server is true.
[23/08/08-01:18:11 000][CRT][Px4dbc][Tx4d84] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] SCYMTInitializeEx | leave.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx1808] heart_beat || thread in 
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] SCYMTSessionBeginEx | enter.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_mngr::alloc_inst_Ex | enter.
[23/08/08-01:18:11 000][CRT][Px4dbc][Tx4d84] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/08/08-01:18:11 000][CRT][Px4dbc][Tx4d84] conf ttsprarm = (null)
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_inst::set_param | enter.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_inst::check_param | enter.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_inst::check_param | leave.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_inst::set_param | leave.
[23/08/08-01:18:11 000][TRC][Px4dbc][Tx4d84] scylla_inst::create_inst | enter.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] server_url_ = .
[23/08/08-01:18:11 000][CRT][Px4dbc][Tx4d84] aue_arr[0] is: raw
[23/08/08-01:18:11 000][PRF][Px4dbc][Tx4d84] create post enter
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] server_url_curl = http://10.70.182.176:8084/tts/.
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
[23/08/08-01:18:11 000][DBG][Px4dbc][Tx4d84] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "227994B019900_80-30-49-EB-7B-19_27919324_12",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "02995b0f57efbcb70a0e83b1830b589a",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/08/08-01:18:11 125][INF][Px4dbc][Tx4d84] http_client_curl | resp_code is 56.
[23/08/08-01:18:11 125][PRF][Px4dbc][Tx4d84] create post leave
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] scylla_inst::create_inst | leave.
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] http_client::fini | enter.
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] http_client::fini | leave.
[23/08/08-01:18:11 125][ERR][Px4dbc][Tx4d84] scylla_mngr::create_inst | failed: 56
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] scylla_mngr::alloc_inst_Ex | leave.
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] SCYMTSessionBeginEx | leave.
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] SCYMTUninitializeEx | enter.
[23/08/08-01:18:11 125][TRC][Px4dbc][Tx4d84] scylla_mngr::fini | enter.
[23/08/08-01:18:14 016][TRC][Px4dbc][Tx1808] heart_beat::post_url | enter.
[23/08/08-01:18:14 016][TRC][Px4dbc][Tx1808] heart_beat::post_url | leave.
[23/08/08-01:18:14 016][DBG][Px4dbc][Tx1808] heart_beat || thread out 
[23/08/08-01:18:14 016][TRC][Px4dbc][Tx4d84] scylla_mngr::fini | leave.
[23/08/08-01:18:14 016][TRC][Px4dbc][Tx4d84] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/08/08-01:18:14 016
	PID: 19900 (0x4dbc)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/08/08-01:18:14 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 19900 (0x4dbc) Version: 1.0.0.32019
=============================================================
[23/08/08-01:18:14 000][TRC][Px4dbc][Tx2d64] scylla_mngr::init_Ex | enter.
[23/08/08-01:18:14 000][DBG][Px4dbc][Tx2d64] scylla_mngr::init_Ex | param is .
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx2d64] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx2d64] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx2d64] scylla_mngr::init_Ex | leave.
[23/08/08-01:18:14 015][CRT][Px4dbc][Tx2d64] SCYMTInitializeEx | auth_scylla_server is true.
[23/08/08-01:18:14 015][CRT][Px4dbc][Tx2d64] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx2d64] SCYMTInitializeEx | leave.
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx6ae8] heart_beat || thread in 
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] SCYMTSessionBeginEx | enter.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] scylla_mngr::alloc_inst_Ex | enter.
[23/08/08-01:18:14 015][CRT][Px4dbc][Tx43ec] param = url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}
[23/08/08-01:18:14 015][CRT][Px4dbc][Tx43ec] conf iatprarm = (null)
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] scylla_inst::set_param | enter.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] scylla_inst::check_param | enter.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] scylla_inst::check_param | leave.
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx43ec] scylla_inst::set_param | param is url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] scylla_inst::set_param | leave.
[23/08/08-01:18:14 015][TRC][Px4dbc][Tx43ec] scylla_inst::create_inst | enter.
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx43ec] server_url_ = .
[23/08/08-01:18:14 015][CRT][Px4dbc][Tx43ec] aue_arr[0] is: raw
[23/08/08-01:18:14 015][PRF][Px4dbc][Tx43ec] create post enter
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx43ec] scylla_inst::create_inst | posthead : POST /iat/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
.
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx43ec] server_url_curl = 10.70.182.176:8084/iat/.
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx43ec] (LIBCURL)server_url_curl = 10.70.182.176:8084/iat/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
[23/08/08-01:18:14 015][DBG][Px4dbc][Tx43ec] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "audio/L16;rate=8000",
      "auth_id" : "227994B019900_80-30-49-EB-7B-19_27919efb_13",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"eos=3000,bos=3000,token=anhui,ability=ab_asr\"}",
      "private_key" : "02995b0f57efbcb70a0e83b1830b589a",
      "svc" : "iat",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "5577"
   }
}
[23/08/08-01:18:14 093][INF][Px4dbc][Tx43ec] http_client_curl | resp_code is 56.
[23/08/08-01:18:14 093][PRF][Px4dbc][Tx43ec] create post leave
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx43ec] scylla_inst::create_inst | leave.
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx43ec] http_client::fini | enter.
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx43ec] http_client::fini | leave.
[23/08/08-01:18:14 093][ERR][Px4dbc][Tx43ec] scylla_mngr::create_inst | failed: 56
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx43ec] scylla_mngr::alloc_inst_Ex | leave.
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx43ec] SCYMTSessionBeginEx | leave.
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx2d64] SCYMTUninitializeEx | enter.
[23/08/08-01:18:14 093][TRC][Px4dbc][Tx2d64] scylla_mngr::fini | enter.
[23/08/08-01:18:17 031][TRC][Px4dbc][Tx6ae8] heart_beat::post_url | enter.
[23/08/08-01:18:17 031][TRC][Px4dbc][Tx6ae8] heart_beat::post_url | leave.
[23/08/08-01:18:17 031][DBG][Px4dbc][Tx6ae8] heart_beat || thread out 
[23/08/08-01:18:17 031][TRC][Px4dbc][Tx2d64] scylla_mngr::fini | leave.
[23/08/08-01:18:17 031][TRC][Px4dbc][Tx2d64] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/08/08-01:18:17 031
	PID: 19900 (0x4dbc)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/08/08-01:18:17 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 19900 (0x4dbc) Version: 1.0.0.32019
=============================================================
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_mngr::init_Ex | enter.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] scylla_mngr::init_Ex | param is .
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_mngr::init_Ex | leave.
[23/08/08-01:18:17 000][CRT][Px4dbc][Tx2d64] SCYMTInitializeEx | auth_scylla_server is true.
[23/08/08-01:18:17 000][CRT][Px4dbc][Tx2d64] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] SCYMTInitializeEx | leave.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx55a0] heart_beat || thread in 
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] SCYMTSessionBeginEx | enter.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_mngr::alloc_inst_Ex | enter.
[23/08/08-01:18:17 000][CRT][Px4dbc][Tx2d64] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/08/08-01:18:17 000][CRT][Px4dbc][Tx2d64] conf ttsprarm = (null)
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_inst::set_param | enter.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_inst::check_param | enter.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_inst::check_param | leave.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_inst::set_param | leave.
[23/08/08-01:18:17 000][TRC][Px4dbc][Tx2d64] scylla_inst::create_inst | enter.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] server_url_ = .
[23/08/08-01:18:17 000][CRT][Px4dbc][Tx2d64] aue_arr[0] is: raw
[23/08/08-01:18:17 000][PRF][Px4dbc][Tx2d64] create post enter
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] server_url_curl = http://10.70.182.176:8084/tts/.
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
[23/08/08-01:18:17 000][DBG][Px4dbc][Tx2d64] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "227994B019900_80-30-49-EB-7B-19_2791aac3_14",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "02995b0f57efbcb70a0e83b1830b589a",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/08/08-01:18:17 109][INF][Px4dbc][Tx2d64] http_client_curl | resp_code is 56.
[23/08/08-01:18:17 109][PRF][Px4dbc][Tx2d64] create post leave
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] scylla_inst::create_inst | leave.
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] http_client::fini | enter.
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] http_client::fini | leave.
[23/08/08-01:18:17 109][ERR][Px4dbc][Tx2d64] scylla_mngr::create_inst | failed: 56
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] scylla_mngr::alloc_inst_Ex | leave.
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] SCYMTSessionBeginEx | leave.
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] SCYMTUninitializeEx | enter.
[23/08/08-01:18:17 109][TRC][Px4dbc][Tx2d64] scylla_mngr::fini | enter.
[23/08/08-01:18:20 000][TRC][Px4dbc][Tx55a0] heart_beat::post_url | enter.
[23/08/08-01:18:20 000][TRC][Px4dbc][Tx55a0] heart_beat::post_url | leave.
[23/08/08-01:18:20 000][DBG][Px4dbc][Tx55a0] heart_beat || thread out 
[23/08/08-01:18:20 000][TRC][Px4dbc][Tx2d64] scylla_mngr::fini | leave.
[23/08/08-01:18:20 000][TRC][Px4dbc][Tx2d64] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/08/08-01:18:20 000
	PID: 19900 (0x4dbc)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/08/08-09:13:53 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 27248 (0x6a70) Version: 1.0.0.32019
=============================================================
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_mngr::init_Ex | enter.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] scylla_mngr::init_Ex | param is .
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_mngr::init_Ex | leave.
[23/08/08-09:13:53 000][CRT][Px6a70][Tx5fc8] SCYMTInitializeEx | auth_scylla_server is true.
[23/08/08-09:13:53 000][CRT][Px6a70][Tx5fc8] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] SCYMTInitializeEx | leave.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx45b0] heart_beat || thread in 
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] SCYMTSessionBeginEx | enter.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_mngr::alloc_inst_Ex | enter.
[23/08/08-09:13:53 000][CRT][Px6a70][Tx5fc8] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/08/08-09:13:53 000][CRT][Px6a70][Tx5fc8] conf ttsprarm = (null)
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_inst::set_param | enter.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_inst::check_param | enter.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_inst::check_param | leave.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_inst::set_param | leave.
[23/08/08-09:13:53 000][TRC][Px6a70][Tx5fc8] scylla_inst::create_inst | enter.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] server_url_ = .
[23/08/08-09:13:53 000][CRT][Px6a70][Tx5fc8] aue_arr[0] is: raw
[23/08/08-09:13:53 000][PRF][Px6a70][Tx5fc8] create post enter
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] server_url_curl = http://10.70.182.176:8084/tts/.
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
[23/08/08-09:13:53 000][DBG][Px6a70][Tx5fc8] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "24CF94B027248_80-30-49-EB-7B-19_29450f74_1",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "12c3e776365726f8937432a87b0a728c",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/08/08-09:13:53 063][INF][Px6a70][Tx5fc8] http_client_curl | resp_code is 56.
[23/08/08-09:13:53 063][PRF][Px6a70][Tx5fc8] create post leave
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] scylla_inst::create_inst | leave.
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] http_client::fini | enter.
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] http_client::fini | leave.
[23/08/08-09:13:53 063][ERR][Px6a70][Tx5fc8] scylla_mngr::create_inst | failed: 56
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] scylla_mngr::alloc_inst_Ex | leave.
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] SCYMTSessionBeginEx | leave.
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] SCYMTUninitializeEx | enter.
[23/08/08-09:13:53 063][TRC][Px6a70][Tx5fc8] scylla_mngr::fini | enter.
[23/08/08-09:13:56 016][TRC][Px6a70][Tx45b0] heart_beat::post_url | enter.
[23/08/08-09:13:56 016][TRC][Px6a70][Tx45b0] heart_beat::post_url | leave.
[23/08/08-09:13:56 016][DBG][Px6a70][Tx45b0] heart_beat || thread out 
[23/08/08-09:13:56 016][TRC][Px6a70][Tx5fc8] scylla_mngr::fini | leave.
[23/08/08-09:13:56 016][TRC][Px6a70][Tx5fc8] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/08/08-09:13:56 016
	PID: 27248 (0x6a70)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/08/08-09:17:33 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 24012 (0x5dcc) Version: 1.0.0.32019
=============================================================
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_mngr::init_Ex | enter.
[23/08/08-09:17:33 000][DBG][Px5dcc][Tx7444] scylla_mngr::init_Ex | param is .
[23/08/08-09:17:33 000][DBG][Px5dcc][Tx7444] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/08/08-09:17:33 000][DBG][Px5dcc][Tx7444] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_mngr::init_Ex | leave.
[23/08/08-09:17:33 000][CRT][Px5dcc][Tx7444] SCYMTInitializeEx | auth_scylla_server is true.
[23/08/08-09:17:33 000][CRT][Px5dcc][Tx7444] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] SCYMTInitializeEx | leave.
[23/08/08-09:17:33 000][DBG][Px5dcc][Tx7934] heart_beat || thread in 
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] SCYMTSessionBeginEx | enter.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_mngr::alloc_inst_Ex | enter.
[23/08/08-09:17:33 000][CRT][Px5dcc][Tx7444] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/08/08-09:17:33 000][CRT][Px5dcc][Tx7444] conf ttsprarm = (null)
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_inst::set_param | enter.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_inst::check_param | enter.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_inst::check_param | leave.
[23/08/08-09:17:33 000][DBG][Px5dcc][Tx7444] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_inst::set_param | leave.
[23/08/08-09:17:33 000][TRC][Px5dcc][Tx7444] scylla_inst::create_inst | enter.
[23/08/08-09:17:33 000][DBG][Px5dcc][Tx7444] server_url_ = .
[23/08/08-09:17:33 000][CRT][Px5dcc][Tx7444] aue_arr[0] is: raw
[23/08/08-09:17:33 000][PRF][Px5dcc][Tx7444] create post enter
